country,geo,tier,tier_code,year,in_model,barrier,barrier_code,exposure_pct,tier_mean_pct,deviation_pp,coefficient,contribution_pp,actual_adoption_pct,expected_adoption_pct,gap_pp,unexplained_pp,tier_n_cells,tier_n_countries,tier_delta_r2,outcome_code,outcome_unit,exposure_unit,generated_utc,rank_in_unit,tier_ranking_stable
Norway,NO,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,43.1,47.0,-3.8,0.0559,-0.22,45.3,32.2,13.1,-1.48,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Norway,NO,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,48.7,49.9,-1.2,-0.0659,0.08,45.3,32.2,13.1,-1.48,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Poland,PL,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,61.9,40.3,21.6,-0.8786,-19.01,14.8,32.2,-17.5,1.26,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Poland,PL,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,61.5,67.7,-6.1,0.816,-5.0,14.8,32.2,-17.5,1.26,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Poland,PL,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,30.6,15.0,15.6,0.1805,2.81,14.8,32.2,-17.5,1.26,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Poland,PL,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,34.6,40.7,-6.1,-0.2983,1.82,14.8,32.2,-17.5,1.26,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Poland,PL,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,45.2,42.9,2.3,0.2037,0.46,14.8,32.2,-17.5,1.26,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Poland,PL,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,50.8,47.0,3.8,0.0559,0.22,14.8,32.2,-17.5,1.26,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Poland,PL,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,50.2,49.9,0.2,-0.0659,-0.02,14.8,32.2,-17.5,1.26,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Portugal,PT,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,55.3,40.3,15.0,-0.8786,-13.21,18.2,32.2,-14.0,3.55,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Portugal,PT,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,63.6,67.7,-4.1,0.816,-3.35,18.2,32.2,-14.0,3.55,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Portugal,PT,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,48.1,40.7,7.4,-0.2983,-2.21,18.2,32.2,-14.0,3.55,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Portugal,PT,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,49.7,42.9,6.8,0.2037,1.39,18.2,32.2,-14.0,3.55,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Portugal,PT,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,56.6,47.0,9.6,0.0559,0.54,18.2,32.2,-14.0,3.55,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Portugal,PT,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,57.5,49.9,7.5,-0.0659,-0.5,18.2,32.2,-14.0,3.55,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Portugal,PT,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,13.8,15.0,-1.2,0.1805,-0.22,18.2,32.2,-14.0,3.55,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Slovakia,SK,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,58.3,67.7,-9.4,0.816,-7.67,23.0,32.2,-9.2,-7.86,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Slovakia,SK,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,32.6,40.3,-7.7,-0.8786,6.78,23.0,32.2,-9.2,-7.86,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Slovakia,SK,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,8.3,15.0,-6.7,0.1805,-1.21,23.0,32.2,-9.2,-7.86,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Slovakia,SK,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,37.6,40.7,-3.1,-0.2983,0.94,23.0,32.2,-9.2,-7.86,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Slovakia,SK,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,40.4,47.0,-6.6,0.0559,-0.37,23.0,32.2,-9.2,-7.86,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Slovakia,SK,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,47.6,49.9,-2.3,-0.0659,0.15,23.0,32.2,-9.2,-7.86,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Slovakia,SK,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,43.2,42.9,0.3,0.2037,0.07,23.0,32.2,-9.2,-7.86,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Slovenia,SI,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,46.7,40.3,6.4,-0.8786,-5.65,30.6,32.2,-1.6,4.37,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Slovenia,SI,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,50.2,40.7,9.5,-0.2983,-2.82,30.6,32.2,-1.6,4.37,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Slovenia,SI,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,27.5,15.0,12.6,0.1805,2.27,30.6,32.2,-1.6,4.37,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Slovenia,SI,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,65.4,67.7,-2.3,0.816,-1.88,30.6,32.2,-1.6,4.37,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Slovenia,SI,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,51.7,42.9,8.8,0.2037,1.78,30.6,32.2,-1.6,4.37,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Slovenia,SI,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,61.8,47.0,14.8,0.0559,0.83,30.6,32.2,-1.6,4.37,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Slovenia,SI,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,57.6,49.9,7.6,-0.0659,-0.5,30.6,32.2,-1.6,4.37,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Spain,ES,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,48.4,40.3,8.2,-0.8786,-7.17,30.1,32.2,-2.1,2.23,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Spain,ES,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,76.2,67.7,8.5,0.816,6.96,30.1,32.2,-2.1,2.23,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Spain,ES,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,47.4,40.7,6.7,-0.2983,-2.0,30.1,32.2,-2.1,2.23,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Spain,ES,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,33.9,42.9,-9.0,0.2037,-1.83,30.1,32.2,-2.1,2.23,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Spain,ES,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,12.4,15.0,-2.6,0.1805,-0.46,30.1,32.2,-2.1,2.23,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Spain,ES,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,48.6,47.0,1.6,0.0559,0.09,30.1,32.2,-2.1,2.23,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Spain,ES,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,49.1,49.9,-0.8,-0.0659,0.05,30.1,32.2,-2.1,2.23,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Sweden,SE,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,82.4,67.7,14.7,0.816,12.04,49.6,32.2,17.4,4.73,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Sweden,SE,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,36.4,40.3,-3.9,-0.8786,3.43,49.6,32.2,17.4,4.73,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Sweden,SE,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,30.7,42.9,-12.2,0.2037,-2.49,49.6,32.2,17.4,4.73,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Sweden,SE,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,34.4,47.0,-12.6,0.0559,-0.7,49.6,32.2,17.4,4.73,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Sweden,SE,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,39.4,40.7,-1.3,-0.2983,0.38,49.6,32.2,17.4,4.73,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Sweden,SE,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,45.2,49.9,-4.7,-0.0659,0.31,49.6,32.2,17.4,4.73,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Sweden,SE,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,13.2,15.0,-1.7,0.1805,-0.31,49.6,32.2,17.4,4.73,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
All countries (unweighted mean),ALL_MEAN,Small (10-49),SMALL_10_49,2025,False,Cost too high,E_AI_BCST,40.1,40.1,0.0,-0.5971,-0.0,18.9,18.9,0.0,0.0,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
All countries (unweighted mean),ALL_MEAN,Small (10-49),SMALL_10_49,2025,False,Lack of expertise,E_AI_BLE,70.1,70.1,0.0,0.0654,0.0,18.9,18.9,0.0,0.0,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
All countries (unweighted mean),ALL_MEAN,Small (10-49),SMALL_10_49,2025,False,Data availability or quality,E_AI_BDDT,42.5,42.5,0.0,0.3963,0.0,18.9,18.9,0.0,0.0,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
All countries (unweighted mean),ALL_MEAN,Small (10-49),SMALL_10_49,2025,False,Legal consequences unclear,E_AI_BLEG,49.6,49.6,0.0,0.3128,0.0,18.9,18.9,0.0,0.0,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
All countries (unweighted mean),ALL_MEAN,Small (10-49),SMALL_10_49,2025,False,Privacy and data protection,E_AI_BCDP,47.6,47.6,0.0,-0.3463,-0.0,18.9,18.9,0.0,0.0,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
All countries (unweighted mean),ALL_MEAN,Small (10-49),SMALL_10_49,2025,False,Incompatible with existing systems,E_AI_BINC,42.2,42.2,0.0,-0.24,-0.0,18.9,18.9,0.0,0.0,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
All countries (unweighted mean),ALL_MEAN,Small (10-49),SMALL_10_49,2025,False,AI not useful for us,E_AI_BNU,20.1,20.1,0.0,-0.1832,-0.0,18.9,18.9,0.0,0.0,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Austria,AT,Small (10-49),SMALL_10_49,2025,True,Cost too high,E_AI_BCST,27.4,40.1,-12.7,-0.5971,7.61,26.2,18.9,7.3,0.17,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Austria,AT,Small (10-49),SMALL_10_49,2025,True,Incompatible with existing systems,E_AI_BINC,37.1,42.2,-5.1,-0.24,1.23,26.2,18.9,7.3,0.17,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Austria,AT,Small (10-49),SMALL_10_49,2025,True,Privacy and data protection,E_AI_BCDP,50.0,47.6,2.4,-0.3463,-0.84,26.2,18.9,7.3,0.17,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Austria,AT,Small (10-49),SMALL_10_49,2025,True,Data availability or quality,E_AI_BDDT,41.0,42.5,-1.5,0.3963,-0.59,26.2,18.9,7.3,0.17,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Austria,AT,Small (10-49),SMALL_10_49,2025,True,AI not useful for us,E_AI_BNU,23.3,20.1,3.2,-0.1832,-0.59,26.2,18.9,7.3,0.17,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Austria,AT,Small (10-49),SMALL_10_49,2025,True,Legal consequences unclear,E_AI_BLEG,50.8,49.6,1.1,0.3128,0.35,26.2,18.9,7.3,0.17,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Austria,AT,Small (10-49),SMALL_10_49,2025,True,Lack of expertise,E_AI_BLE,68.8,70.1,-1.3,0.0654,-0.09,26.2,18.9,7.3,0.17,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Belgium,BE,Small (10-49),SMALL_10_49,2025,True,Cost too high,E_AI_BCST,35.4,40.1,-4.7,-0.5971,2.8,28.8,18.9,9.9,0.73,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Belgium,BE,Small (10-49),SMALL_10_49,2025,True,Legal consequences unclear,E_AI_BLEG,58.2,49.6,8.6,0.3128,2.69,28.8,18.9,9.9,0.73,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Belgium,BE,Small (10-49),SMALL_10_49,2025,True,Data availability or quality,E_AI_BDDT,46.7,42.5,4.2,0.3963,1.65,28.8,18.9,9.9,0.73,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Belgium,BE,Small (10-49),SMALL_10_49,2025,True,Incompatible with existing systems,E_AI_BINC,38.2,42.2,-4.1,-0.24,0.98,28.8,18.9,9.9,0.73,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Belgium,BE,Small (10-49),SMALL_10_49,2025,True,AI not useful for us,E_AI_BNU,15.4,20.1,-4.7,-0.1832,0.86,28.8,18.9,9.9,0.73,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Belgium,BE,Small (10-49),SMALL_10_49,2025,True,Lack of expertise,E_AI_BLE,74.9,70.1,4.8,0.0654,0.31,28.8,18.9,9.9,0.73,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Belgium,BE,Small (10-49),SMALL_10_49,2025,True,Privacy and data protection,E_AI_BCDP,47.9,47.6,0.3,-0.3463,-0.11,28.8,18.9,9.9,0.73,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Bulgaria,BG,Small (10-49),SMALL_10_49,2025,True,Cost too high,E_AI_BCST,57.0,40.1,16.9,-0.5971,-10.07,7.2,18.9,-11.7,0.46,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Bulgaria,BG,Small (10-49),SMALL_10_49,2025,True,Incompatible with existing systems,E_AI_BINC,53.3,42.2,11.1,-0.24,-2.65,7.2,18.9,-11.7,0.46,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Bulgaria,BG,Small (10-49),SMALL_10_49,2025,True,Legal consequences unclear,E_AI_BLEG,51.8,49.6,2.2,0.3128,0.69,7.2,18.9,-11.7,0.46,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Bulgaria,BG,Small (10-49),SMALL_10_49,2025,True,Data availability or quality,E_AI_BDDT,40.8,42.5,-1.7,0.3963,-0.66,7.2,18.9,-11.7,0.46,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Bulgaria,BG,Small (10-49),SMALL_10_49,2025,True,Lack of expertise,E_AI_BLE,75.9,70.1,5.8,0.0654,0.38,7.2,18.9,-11.7,0.46,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Bulgaria,BG,Small (10-49),SMALL_10_49,2025,True,AI not useful for us,E_AI_BNU,18.3,20.1,-1.8,-0.1832,0.33,7.2,18.9,-11.7,0.46,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Bulgaria,BG,Small (10-49),SMALL_10_49,2025,True,Privacy and data protection,E_AI_BCDP,48.2,47.6,0.6,-0.3463,-0.22,7.2,18.9,-11.7,0.46,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Croatia,HR,Small (10-49),SMALL_10_49,2025,True,Cost too high,E_AI_BCST,67.7,40.1,27.5,-0.5971,-16.45,12.8,18.9,-6.1,2.21,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Croatia,HR,Small (10-49),SMALL_10_49,2025,True,Data availability or quality,E_AI_BDDT,60.7,42.5,18.2,0.3963,7.22,12.8,18.9,-6.1,2.21,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Croatia,HR,Small (10-49),SMALL_10_49,2025,True,Privacy and data protection,E_AI_BCDP,34.7,47.6,-12.9,-0.3463,4.46,12.8,18.9,-6.1,2.21,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Croatia,HR,Small (10-49),SMALL_10_49,2025,True,Incompatible with existing systems,E_AI_BINC,60.4,42.2,18.2,-0.24,-4.36,12.8,18.9,-6.1,2.21,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Croatia,HR,Small (10-49),SMALL_10_49,2025,True,Legal consequences unclear,E_AI_BLEG,52.5,49.6,2.9,0.3128,0.89,12.8,18.9,-6.1,2.21,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Croatia,HR,Small (10-49),SMALL_10_49,2025,True,Lack of expertise,E_AI_BLE,63.3,70.1,-6.8,0.0654,-0.44,12.8,18.9,-6.1,2.21,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Croatia,HR,Small (10-49),SMALL_10_49,2025,True,AI not useful for us,E_AI_BNU,18.4,20.1,-1.7,-0.1832,0.32,12.8,18.9,-6.1,2.21,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Cyprus,CY,Small (10-49),SMALL_10_49,2025,True,Data availability or quality,E_AI_BDDT,48.7,42.5,6.2,0.3963,2.46,7.7,18.9,-11.2,-12.92,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Cyprus,CY,Small (10-49),SMALL_10_49,2025,True,Incompatible with existing systems,E_AI_BINC,50.5,42.2,8.3,-0.24,-1.99,7.7,18.9,-11.2,-12.92,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Cyprus,CY,Small (10-49),SMALL_10_49,2025,True,AI not useful for us,E_AI_BNU,16.1,20.1,-4.0,-0.1832,0.73,7.7,18.9,-11.2,-12.92,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Cyprus,CY,Small (10-49),SMALL_10_49,2025,True,Legal consequences unclear,E_AI_BLEG,51.9,49.6,2.2,0.3128,0.69,7.7,18.9,-11.2,-12.92,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Cyprus,CY,Small (10-49),SMALL_10_49,2025,True,Cost too high,E_AI_BCST,41.2,40.1,1.1,-0.5971,-0.65,7.7,18.9,-11.2,-12.92,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Cyprus,CY,Small (10-49),SMALL_10_49,2025,True,Privacy and data protection,E_AI_BCDP,46.4,47.6,-1.2,-0.3463,0.43,7.7,18.9,-11.2,-12.92,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Cyprus,CY,Small (10-49),SMALL_10_49,2025,True,Lack of expertise,E_AI_BLE,71.0,70.1,0.9,0.0654,0.06,7.7,18.9,-11.2,-12.92,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Denmark,DK,Small (10-49),SMALL_10_49,2025,True,Cost too high,E_AI_BCST,17.8,40.1,-22.4,-0.5971,13.36,37.4,18.9,18.5,1.58,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Denmark,DK,Small (10-49),SMALL_10_49,2025,True,Incompatible with existing systems,E_AI_BINC,29.6,42.2,-12.7,-0.24,3.05,37.4,18.9,18.5,1.58,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Denmark,DK,Small (10-49),SMALL_10_49,2025,True,Data availability or quality,E_AI_BDDT,38.4,42.5,-4.1,0.3963,-1.64,37.4,18.9,18.5,1.58,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Denmark,DK,Small (10-49),SMALL_10_49,2025,True,Privacy and data protection,E_AI_BCDP,44.4,47.6,-3.2,-0.3463,1.1,37.4,18.9,18.5,1.58,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Denmark,DK,Small (10-49),SMALL_10_49,2025,True,Lack of expertise,E_AI_BLE,82.4,70.1,12.4,0.0654,0.81,37.4,18.9,18.5,1.58,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Denmark,DK,Small (10-49),SMALL_10_49,2025,True,AI not useful for us,E_AI_BNU,17.0,20.1,-3.2,-0.1832,0.58,37.4,18.9,18.5,1.58,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Denmark,DK,Small (10-49),SMALL_10_49,2025,True,Legal consequences unclear,E_AI_BLEG,48.7,49.6,-0.9,0.3128,-0.3,37.4,18.9,18.5,1.58,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
European Union - 27 countries (from 2020),EU27_2020,Small (10-49),SMALL_10_49,2025,False,Privacy and data protection,E_AI_BCDP,52.5,47.6,4.9,-0.3463,-1.69,17.0,18.9,-1.9,-3.42,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
European Union - 27 countries (from 2020),EU27_2020,Small (10-49),SMALL_10_49,2025,False,Legal consequences unclear,E_AI_BLEG,54.8,49.6,5.2,0.3128,1.61,17.0,18.9,-1.9,-3.42,22,22,0.791,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
