tier,tier_code,geo,year,barrier,barrier_code,exposure_pct,tier_mean_pct,deviation_pp,coefficient,contribution_pp,actual_adoption_pct,expected_adoption_pct,gap_pp,unexplained_pp
Small (10-49),SMALL_10_49,ES,2021,Legal consequences unclear,E_AI_BLEG,43.4,44.5,-1.1,-0.0074,0.01,6.1,9.8,-3.7,-0.04
Small (10-49),SMALL_10_49,ES,2021,AI not useful for us,E_AI_BNU,19.5,23.0,-3.5,-0.0735,0.26,6.1,9.8,-3.7,-0.04
Small (10-49),SMALL_10_49,ES,2023,Privacy and data protection,E_AI_BCDP,43.6,40.7,2.9,0.0041,0.01,6.4,7.6,-1.2,2.62
Small (10-49),SMALL_10_49,ES,2023,Cost too high,E_AI_BCST,70.5,48.1,22.4,-0.2932,-6.57,6.4,7.6,-1.2,2.62
Small (10-49),SMALL_10_49,ES,2023,Data availability or quality,E_AI_BDDT,48.6,43.1,5.5,0.1605,0.89,6.4,7.6,-1.2,2.62
Small (10-49),SMALL_10_49,ES,2023,Incompatible with existing systems,E_AI_BINC,38.4,45.3,-6.9,-0.0504,0.35,6.4,7.6,-1.2,2.62
Small (10-49),SMALL_10_49,ES,2023,Lack of expertise,E_AI_BLE,79.6,67.0,12.5,0.0505,0.63,6.4,7.6,-1.2,2.62
Small (10-49),SMALL_10_49,ES,2023,Legal consequences unclear,E_AI_BLEG,47.8,44.5,3.3,-0.0074,-0.02,6.4,7.6,-1.2,2.62
Small (10-49),SMALL_10_49,ES,2023,AI not useful for us,E_AI_BNU,10.6,23.0,-12.4,-0.0735,0.91,6.4,7.6,-1.2,2.62
Small (10-49),SMALL_10_49,ES,2024,Privacy and data protection,E_AI_BCDP,41.8,40.7,1.1,0.0041,0.0,8.6,10.8,-2.2,-5.6
Small (10-49),SMALL_10_49,ES,2024,Cost too high,E_AI_BCST,47.1,48.1,-1.0,-0.2932,0.29,8.6,10.8,-2.2,-5.6
Small (10-49),SMALL_10_49,ES,2024,Data availability or quality,E_AI_BDDT,48.9,43.1,5.8,0.1605,0.92,8.6,10.8,-2.2,-5.6
Small (10-49),SMALL_10_49,ES,2024,Incompatible with existing systems,E_AI_BINC,32.4,45.3,-12.9,-0.0504,0.65,8.6,10.8,-2.2,-5.6
Small (10-49),SMALL_10_49,ES,2024,Lack of expertise,E_AI_BLE,79.7,67.0,12.7,0.0505,0.64,8.6,10.8,-2.2,-5.6
Small (10-49),SMALL_10_49,ES,2024,Legal consequences unclear,E_AI_BLEG,49.7,44.5,5.2,-0.0074,-0.04,8.6,10.8,-2.2,-5.6
Small (10-49),SMALL_10_49,ES,2024,AI not useful for us,E_AI_BNU,10.4,23.0,-12.5,-0.0735,0.92,8.6,10.8,-2.2,-5.6
Small (10-49),SMALL_10_49,ES,2025,Privacy and data protection,E_AI_BCDP,54.9,40.7,14.2,0.0041,0.06,17.2,16.2,1.0,-2.03
Small (10-49),SMALL_10_49,ES,2025,Cost too high,E_AI_BCST,47.3,48.1,-0.8,-0.2932,0.22,17.2,16.2,1.0,-2.03
Small (10-49),SMALL_10_49,ES,2025,Data availability or quality,E_AI_BDDT,48.0,43.1,4.9,0.1605,0.79,17.2,16.2,1.0,-2.03
Small (10-49),SMALL_10_49,ES,2025,Incompatible with existing systems,E_AI_BINC,36.0,45.3,-9.3,-0.0504,0.47,17.2,16.2,1.0,-2.03
Small (10-49),SMALL_10_49,ES,2025,Lack of expertise,E_AI_BLE,84.4,67.0,17.3,0.0505,0.88,17.2,16.2,1.0,-2.03
Small (10-49),SMALL_10_49,ES,2025,Legal consequences unclear,E_AI_BLEG,52.2,44.5,7.7,-0.0074,-0.06,17.2,16.2,1.0,-2.03
Small (10-49),SMALL_10_49,ES,2025,AI not useful for us,E_AI_BNU,13.9,23.0,-9.1,-0.0735,0.67,17.2,16.2,1.0,-2.03
Small (10-49),SMALL_10_49,FI,2021,Privacy and data protection,E_AI_BCDP,24.8,40.7,-15.9,0.0041,-0.07,12.4,9.8,2.6,0.98
Small (10-49),SMALL_10_49,FI,2021,Cost too high,E_AI_BCST,40.5,48.1,-7.6,-0.2932,2.24,12.4,9.8,2.6,0.98
Small (10-49),SMALL_10_49,FI,2021,Data availability or quality,E_AI_BDDT,41.8,43.1,-1.3,0.1605,-0.22,12.4,9.8,2.6,0.98
Small (10-49),SMALL_10_49,FI,2021,Incompatible with existing systems,E_AI_BINC,52.3,45.3,7.0,-0.0504,-0.36,12.4,9.8,2.6,0.98
Small (10-49),SMALL_10_49,FI,2021,Lack of expertise,E_AI_BLE,59.1,67.0,-7.9,0.0505,-0.4,12.4,9.8,2.6,0.98
Small (10-49),SMALL_10_49,FI,2021,Legal consequences unclear,E_AI_BLEG,23.4,44.5,-21.2,-0.0074,0.16,12.4,9.8,2.6,0.98
Small (10-49),SMALL_10_49,FI,2021,AI not useful for us,E_AI_BNU,19.8,23.0,-3.2,-0.0735,0.24,12.4,9.8,2.6,0.98
Small (10-49),SMALL_10_49,FI,2023,Privacy and data protection,E_AI_BCDP,37.2,40.7,-3.5,0.0041,-0.01,11.5,7.6,3.9,-1.28
Small (10-49),SMALL_10_49,FI,2023,Cost too high,E_AI_BCST,29.9,48.1,-18.2,-0.2932,5.33,11.5,7.6,3.9,-1.28
Small (10-49),SMALL_10_49,FI,2023,Data availability or quality,E_AI_BDDT,40.6,43.1,-2.5,0.1605,-0.41,11.5,7.6,3.9,-1.28
Small (10-49),SMALL_10_49,FI,2023,Incompatible with existing systems,E_AI_BINC,55.6,45.3,10.3,-0.0504,-0.52,11.5,7.6,3.9,-1.28
Small (10-49),SMALL_10_49,FI,2023,Lack of expertise,E_AI_BLE,70.5,67.0,3.5,0.0505,0.18,11.5,7.6,3.9,-1.28
Small (10-49),SMALL_10_49,FI,2023,Legal consequences unclear,E_AI_BLEG,30.6,44.5,-13.9,-0.0074,0.1,11.5,7.6,3.9,-1.28
Small (10-49),SMALL_10_49,FI,2023,AI not useful for us,E_AI_BNU,15.9,23.0,-7.1,-0.0735,0.52,11.5,7.6,3.9,-1.28
Small (10-49),SMALL_10_49,FI,2025,Privacy and data protection,E_AI_BCDP,44.5,40.7,3.8,0.0041,0.02,33.5,16.2,17.3,10.63
Small (10-49),SMALL_10_49,FI,2025,Cost too high,E_AI_BCST,25.8,48.1,-22.3,-0.2932,6.55,33.5,16.2,17.3,10.63
Small (10-49),SMALL_10_49,FI,2025,Data availability or quality,E_AI_BDDT,42.5,43.1,-0.6,0.1605,-0.09,33.5,16.2,17.3,10.63
Small (10-49),SMALL_10_49,FI,2025,Incompatible with existing systems,E_AI_BINC,45.4,45.3,0.1,-0.0504,-0.01,33.5,16.2,17.3,10.63
Small (10-49),SMALL_10_49,FI,2025,Lack of expertise,E_AI_BLE,66.6,67.0,-0.4,0.0505,-0.02,33.5,16.2,17.3,10.63
Small (10-49),SMALL_10_49,FI,2025,Legal consequences unclear,E_AI_BLEG,42.7,44.5,-1.9,-0.0074,0.01,33.5,16.2,17.3,10.63
Small (10-49),SMALL_10_49,FI,2025,AI not useful for us,E_AI_BNU,19.5,23.0,-3.5,-0.0735,0.25,33.5,16.2,17.3,10.63
Small (10-49),SMALL_10_49,HR,2021,Privacy and data protection,E_AI_BCDP,30.7,40.7,-9.9,0.0041,-0.04,8.1,9.8,-1.7,6.41
Small (10-49),SMALL_10_49,HR,2021,Cost too high,E_AI_BCST,67.5,48.1,19.4,-0.2932,-5.69,8.1,9.8,-1.7,6.41
Small (10-49),SMALL_10_49,HR,2021,Data availability or quality,E_AI_BDDT,34.5,43.1,-8.6,0.1605,-1.38,8.1,9.8,-1.7,6.41
Small (10-49),SMALL_10_49,HR,2021,Incompatible with existing systems,E_AI_BINC,56.8,45.3,11.5,-0.0504,-0.58,8.1,9.8,-1.7,6.41
Small (10-49),SMALL_10_49,HR,2021,Lack of expertise,E_AI_BLE,53.0,67.0,-14.1,0.0505,-0.71,8.1,9.8,-1.7,6.41
Small (10-49),SMALL_10_49,HR,2021,Legal consequences unclear,E_AI_BLEG,30.4,44.5,-14.2,-0.0074,0.11,8.1,9.8,-1.7,6.41
Small (10-49),SMALL_10_49,HR,2021,AI not useful for us,E_AI_BNU,20.9,23.0,-2.1,-0.0735,0.15,8.1,9.8,-1.7,6.41
Small (10-49),SMALL_10_49,HR,2023,Privacy and data protection,E_AI_BCDP,24.7,40.7,-16.0,0.0041,-0.07,7.0,7.6,-0.6,5.48
Small (10-49),SMALL_10_49,HR,2023,Cost too high,E_AI_BCST,68.5,48.1,20.4,-0.2932,-5.99,7.0,7.6,-0.6,5.48
Small (10-49),SMALL_10_49,HR,2023,Data availability or quality,E_AI_BDDT,43.0,43.1,-0.2,0.1605,-0.02,7.0,7.6,-0.6,5.48
Small (10-49),SMALL_10_49,HR,2023,Incompatible with existing systems,E_AI_BINC,59.7,45.3,14.4,-0.0504,-0.73,7.0,7.6,-0.6,5.48
Small (10-49),SMALL_10_49,HR,2023,Lack of expertise,E_AI_BLE,66.8,67.0,-0.3,0.0505,-0.01,7.0,7.6,-0.6,5.48
Small (10-49),SMALL_10_49,HR,2023,Legal consequences unclear,E_AI_BLEG,47.9,44.5,3.4,-0.0074,-0.03,7.0,7.6,-0.6,5.48
Small (10-49),SMALL_10_49,HR,2023,AI not useful for us,E_AI_BNU,12.6,23.0,-10.4,-0.0735,0.76,7.0,7.6,-0.6,5.48
Small (10-49),SMALL_10_49,HR,2024,Privacy and data protection,E_AI_BCDP,38.9,40.7,-1.7,0.0041,-0.01,10.5,10.8,-0.3,4.06
Small (10-49),SMALL_10_49,HR,2024,Cost too high,E_AI_BCST,61.8,48.1,13.7,-0.2932,-4.01,10.5,10.8,-0.3,4.06
Small (10-49),SMALL_10_49,HR,2024,Data availability or quality,E_AI_BDDT,44.7,43.1,1.5,0.1605,0.25,10.5,10.8,-0.3,4.06
Small (10-49),SMALL_10_49,HR,2024,Incompatible with existing systems,E_AI_BINC,54.3,45.3,9.0,-0.0504,-0.45,10.5,10.8,-0.3,4.06
Small (10-49),SMALL_10_49,HR,2024,Lack of expertise,E_AI_BLE,69.5,67.0,2.4,0.0505,0.12,10.5,10.8,-0.3,4.06
Small (10-49),SMALL_10_49,HR,2024,Legal consequences unclear,E_AI_BLEG,58.4,44.5,13.9,-0.0074,-0.1,10.5,10.8,-0.3,4.06
Small (10-49),SMALL_10_49,HR,2024,AI not useful for us,E_AI_BNU,24.6,23.0,1.7,-0.0735,-0.12,10.5,10.8,-0.3,4.06
Small (10-49),SMALL_10_49,HR,2025,Privacy and data protection,E_AI_BCDP,34.7,40.7,-5.9,0.0041,-0.02,12.8,16.2,-3.4,0.21
Small (10-49),SMALL_10_49,HR,2025,Cost too high,E_AI_BCST,67.7,48.1,19.6,-0.2932,-5.74,12.8,16.2,-3.4,0.21
Small (10-49),SMALL_10_49,HR,2025,Data availability or quality,E_AI_BDDT,60.7,43.1,17.6,0.1605,2.82,12.8,16.2,-3.4,0.21
Small (10-49),SMALL_10_49,HR,2025,Incompatible with existing systems,E_AI_BINC,60.4,45.3,15.1,-0.0504,-0.76,12.8,16.2,-3.4,0.21
Small (10-49),SMALL_10_49,HR,2025,Lack of expertise,E_AI_BLE,63.3,67.0,-3.7,0.0505,-0.19,12.8,16.2,-3.4,0.21
Small (10-49),SMALL_10_49,HR,2025,Legal consequences unclear,E_AI_BLEG,52.5,44.5,8.0,-0.0074,-0.06,12.8,16.2,-3.4,0.21
Small (10-49),SMALL_10_49,HR,2025,AI not useful for us,E_AI_BNU,18.4,23.0,-4.6,-0.0735,0.34,12.8,16.2,-3.4,0.21
Small (10-49),SMALL_10_49,HU,2021,Privacy and data protection,E_AI_BCDP,25.9,40.7,-14.7,0.0041,-0.06,2.5,9.8,-7.3,-0.18
Small (10-49),SMALL_10_49,HU,2021,Cost too high,E_AI_BCST,61.5,48.1,13.4,-0.2932,-3.94,2.5,9.8,-7.3,-0.18
Small (10-49),SMALL_10_49,HU,2021,Data availability or quality,E_AI_BDDT,22.9,43.1,-20.2,0.1605,-3.25,2.5,9.8,-7.3,-0.18
Small (10-49),SMALL_10_49,HU,2021,Incompatible with existing systems,E_AI_BINC,40.7,45.3,-4.6,-0.0504,0.23,2.5,9.8,-7.3,-0.18
Small (10-49),SMALL_10_49,HU,2021,Lack of expertise,E_AI_BLE,62.1,67.0,-5.0,0.0505,-0.25,2.5,9.8,-7.3,-0.18
Small (10-49),SMALL_10_49,HU,2021,Legal consequences unclear,E_AI_BLEG,26.7,44.5,-17.9,-0.0074,0.13,2.5,9.8,-7.3,-0.18
Small (10-49),SMALL_10_49,HU,2021,AI not useful for us,E_AI_BNU,22.3,23.0,-0.7,-0.0735,0.05,2.5,9.8,-7.3,-0.18
Small (10-49),SMALL_10_49,HU,2023,Privacy and data protection,E_AI_BCDP,43.2,40.7,2.5,0.0041,0.01,3.0,7.6,-4.6,-2.73
Small (10-49),SMALL_10_49,HU,2023,Cost too high,E_AI_BCST,55.1,48.1,7.0,-0.2932,-2.05,3.0,7.6,-4.6,-2.73
Small (10-49),SMALL_10_49,HU,2023,Data availability or quality,E_AI_BDDT,45.3,43.1,2.2,0.1605,0.36,3.0,7.6,-4.6,-2.73
Small (10-49),SMALL_10_49,HU,2023,Incompatible with existing systems,E_AI_BINC,48.4,45.3,3.1,-0.0504,-0.16,3.0,7.6,-4.6,-2.73
Small (10-49),SMALL_10_49,HU,2023,Lack of expertise,E_AI_BLE,71.4,67.0,4.4,0.0505,0.22,3.0,7.6,-4.6,-2.73
Small (10-49),SMALL_10_49,HU,2023,Legal consequences unclear,E_AI_BLEG,52.8,44.5,8.3,-0.0074,-0.06,3.0,7.6,-4.6,-2.73
Small (10-49),SMALL_10_49,HU,2023,AI not useful for us,E_AI_BNU,25.5,23.0,2.5,-0.0735,-0.19,3.0,7.6,-4.6,-2.73
Small (10-49),SMALL_10_49,HU,2024,Privacy and data protection,E_AI_BCDP,47.7,40.7,7.1,0.0041,0.03,6.5,10.8,-4.3,-4.22
Small (10-49),SMALL_10_49,HU,2024,Cost too high,E_AI_BCST,42.8,48.1,-5.3,-0.2932,1.56,6.5,10.8,-4.3,-4.22
Small (10-49),SMALL_10_49,HU,2024,Data availability or quality,E_AI_BDDT,35.5,43.1,-7.6,0.1605,-1.22,6.5,10.8,-4.3,-4.22
Small (10-49),SMALL_10_49,HU,2024,Incompatible with existing systems,E_AI_BINC,30.9,45.3,-14.4,-0.0504,0.73,6.5,10.8,-4.3,-4.22
Small (10-49),SMALL_10_49,HU,2024,Lack of expertise,E_AI_BLE,67.3,67.0,0.3,0.0505,0.02,6.5,10.8,-4.3,-4.22
Small (10-49),SMALL_10_49,HU,2024,Legal consequences unclear,E_AI_BLEG,56.8,44.5,12.3,-0.0074,-0.09,6.5,10.8,-4.3,-4.22
Small (10-49),SMALL_10_49,HU,2024,AI not useful for us,E_AI_BNU,37.5,23.0,14.6,-0.0735,-1.07,6.5,10.8,-4.3,-4.22
Small (10-49),SMALL_10_49,HU,2025,Privacy and data protection,E_AI_BCDP,50.7,40.7,10.1,0.0041,0.04,8.7,16.2,-7.5,-8.13
Small (10-49),SMALL_10_49,HU,2025,Cost too high,E_AI_BCST,40.8,48.1,-7.3,-0.2932,2.14,8.7,16.2,-7.5,-8.13
Small (10-49),SMALL_10_49,HU,2025,Data availability or quality,E_AI_BDDT,37.8,43.1,-5.4,0.1605,-0.86,8.7,16.2,-7.5,-8.13
Small (10-49),SMALL_10_49,HU,2025,Incompatible with existing systems,E_AI_BINC,39.7,45.3,-5.6,-0.0504,0.28,8.7,16.2,-7.5,-8.13
Small (10-49),SMALL_10_49,HU,2025,Lack of expertise,E_AI_BLE,64.8,67.0,-2.2,0.0505,-0.11,8.7,16.2,-7.5,-8.13
Small (10-49),SMALL_10_49,HU,2025,Legal consequences unclear,E_AI_BLEG,53.0,44.5,8.5,-0.0074,-0.06,8.7,16.2,-7.5,-8.13
Small (10-49),SMALL_10_49,HU,2025,AI not useful for us,E_AI_BNU,33.6,23.0,10.6,-0.0735,-0.78,8.7,16.2,-7.5,-8.13
Small (10-49),SMALL_10_49,IT,2023,Privacy and data protection,E_AI_BCDP,39.6,40.7,-1.1,0.0041,-0.0,4.4,7.6,-3.2,-1.98
Small (10-49),SMALL_10_49,IT,2023,Cost too high,E_AI_BCST,54.2,48.1,6.1,-0.2932,-1.8,4.4,7.6,-3.2,-1.98
Small (10-49),SMALL_10_49,IT,2023,Data availability or quality,E_AI_BDDT,46.3,43.1,3.2,0.1605,0.51,4.4,7.6,-3.2,-1.98
Small (10-49),SMALL_10_49,IT,2023,Incompatible with existing systems,E_AI_BINC,41.5,45.3,-3.8,-0.0504,0.19,4.4,7.6,-3.2,-1.98
Small (10-49),SMALL_10_49,IT,2023,Lack of expertise,E_AI_BLE,55.4,67.0,-11.6,0.0505,-0.59,4.4,7.6,-3.2,-1.98
Small (10-49),SMALL_10_49,IT,2023,Legal consequences unclear,E_AI_BLEG,42.1,44.5,-2.4,-0.0074,0.02,4.4,7.6,-3.2,-1.98
Small (10-49),SMALL_10_49,IT,2023,AI not useful for us,E_AI_BNU,17.2,23.0,-5.8,-0.0735,0.43,4.4,7.6,-3.2,-1.98
Small (10-49),SMALL_10_49,IT,2025,Privacy and data protection,E_AI_BCDP,43.4,40.7,2.7,0.0041,0.01,14.2,16.2,-1.9,-3.87
Small (10-49),SMALL_10_49,IT,2025,Cost too high,E_AI_BCST,44.8,48.1,-3.3,-0.2932,0.96,14.2,16.2,-1.9,-3.87
Small (10-49),SMALL_10_49,IT,2025,Data availability or quality,E_AI_BDDT,46.5,43.1,3.4,0.1605,0.54,14.2,16.2,-1.9,-3.87
Small (10-49),SMALL_10_49,IT,2025,Incompatible with existing systems,E_AI_BINC,39.2,45.3,-6.1,-0.0504,0.3,14.2,16.2,-1.9,-3.87
Small (10-49),SMALL_10_49,IT,2025,Lack of expertise,E_AI_BLE,59.0,67.0,-8.0,0.0505,-0.4,14.2,16.2,-1.9,-3.87
Small (10-49),SMALL_10_49,IT,2025,Legal consequences unclear,E_AI_BLEG,48.7,44.5,4.1,-0.0074,-0.03,14.2,16.2,-1.9,-3.87
Small (10-49),SMALL_10_49,IT,2025,AI not useful for us,E_AI_BNU,15.7,23.0,-7.3,-0.0735,0.54,14.2,16.2,-1.9,-3.87
Small (10-49),SMALL_10_49,LT,2021,Privacy and data protection,E_AI_BCDP,51.2,40.7,10.5,0.0041,0.04,3.2,9.8,-6.6,4.09
Small (10-49),SMALL_10_49,LT,2021,Cost too high,E_AI_BCST,76.7,48.1,28.6,-0.2932,-8.38,3.2,9.8,-6.6,4.09
Small (10-49),SMALL_10_49,LT,2021,Data availability or quality,E_AI_BDDT,42.0,43.1,-1.2,0.1605,-0.18,3.2,9.8,-6.6,4.09
Small (10-49),SMALL_10_49,LT,2021,Incompatible with existing systems,E_AI_BINC,61.2,45.3,15.9,-0.0504,-0.8,3.2,9.8,-6.6,4.09
Small (10-49),SMALL_10_49,LT,2021,Lack of expertise,E_AI_BLE,50.4,67.0,-16.6,0.0505,-0.84,3.2,9.8,-6.6,4.09
Small (10-49),SMALL_10_49,LT,2021,Legal consequences unclear,E_AI_BLEG,48.0,44.5,3.5,-0.0074,-0.03,3.2,9.8,-6.6,4.09
Small (10-49),SMALL_10_49,LT,2021,AI not useful for us,E_AI_BNU,29.8,23.0,6.9,-0.0735,-0.51,3.2,9.8,-6.6,4.09
Small (10-49),SMALL_10_49,LT,2023,Privacy and data protection,E_AI_BCDP,52.5,40.7,11.8,0.0041,0.05,3.4,7.6,-4.2,3.55
Small (10-49),SMALL_10_49,LT,2023,Cost too high,E_AI_BCST,77.8,48.1,29.7,-0.2932,-8.7,3.4,7.6,-4.2,3.55
Small (10-49),SMALL_10_49,LT,2023,Data availability or quality,E_AI_BDDT,52.2,43.1,9.1,0.1605,1.46,3.4,7.6,-4.2,3.55
Small (10-49),SMALL_10_49,LT,2023,Incompatible with existing systems,E_AI_BINC,49.3,45.3,4.0,-0.0504,-0.2,3.4,7.6,-4.2,3.55
Small (10-49),SMALL_10_49,LT,2023,Lack of expertise,E_AI_BLE,62.8,67.0,-4.3,0.0505,-0.22,3.4,7.6,-4.2,3.55
Small (10-49),SMALL_10_49,LT,2023,Legal consequences unclear,E_AI_BLEG,60.2,44.5,15.6,-0.0074,-0.12,3.4,7.6,-4.2,3.55
Small (10-49),SMALL_10_49,LT,2023,AI not useful for us,E_AI_BNU,22.9,23.0,-0.0,-0.0735,0.0,3.4,7.6,-4.2,3.55
Small (10-49),SMALL_10_49,LT,2024,Privacy and data protection,E_AI_BCDP,55.6,40.7,14.9,0.0041,0.06,6.5,10.8,-4.3,-1.53
Small (10-49),SMALL_10_49,LT,2024,Cost too high,E_AI_BCST,57.1,48.1,9.0,-0.2932,-2.64,6.5,10.8,-4.3,-1.53
Small (10-49),SMALL_10_49,LT,2024,Data availability or quality,E_AI_BDDT,45.6,43.1,2.5,0.1605,0.4,6.5,10.8,-4.3,-1.53
Small (10-49),SMALL_10_49,LT,2024,Incompatible with existing systems,E_AI_BINC,53.8,45.3,8.5,-0.0504,-0.43,6.5,10.8,-4.3,-1.53
Small (10-49),SMALL_10_49,LT,2024,Lack of expertise,E_AI_BLE,75.2,67.0,8.2,0.0505,0.41,6.5,10.8,-4.3,-1.53
Small (10-49),SMALL_10_49,LT,2024,Legal consequences unclear,E_AI_BLEG,61.3,44.5,16.8,-0.0074,-0.12,6.5,10.8,-4.3,-1.53
Small (10-49),SMALL_10_49,LT,2024,AI not useful for us,E_AI_BNU,28.5,23.0,5.6,-0.0735,-0.41,6.5,10.8,-4.3,-1.53
Small (10-49),SMALL_10_49,LU,2024,Privacy and data protection,E_AI_BCDP,46.8,40.7,6.2,0.0041,0.03,21.1,10.8,10.4,6.62
Small (10-49),SMALL_10_49,LU,2024,Cost too high,E_AI_BCST,42.0,48.1,-6.1,-0.2932,1.78,21.1,10.8,10.4,6.62
Small (10-49),SMALL_10_49,LU,2024,Data availability or quality,E_AI_BDDT,49.4,43.1,6.3,0.1605,1.01,21.1,10.8,10.4,6.62
Small (10-49),SMALL_10_49,LU,2024,Incompatible with existing systems,E_AI_BINC,34.3,45.3,-11.0,-0.0504,0.55,21.1,10.8,10.4,6.62
Small (10-49),SMALL_10_49,LU,2024,Lack of expertise,E_AI_BLE,71.3,67.0,4.3,0.0505,0.22,21.1,10.8,10.4,6.62
Small (10-49),SMALL_10_49,LU,2024,Legal consequences unclear,E_AI_BLEG,52.2,44.5,7.7,-0.0074,-0.06,21.1,10.8,10.4,6.62
Small (10-49),SMALL_10_49,LU,2024,AI not useful for us,E_AI_BNU,20.3,23.0,-2.7,-0.0735,0.2,21.1,10.8,10.4,6.62
Small (10-49),SMALL_10_49,LU,2025,Privacy and data protection,E_AI_BCDP,53.2,40.7,12.5,0.0041,0.05,30.5,16.2,14.3,9.42
Small (10-49),SMALL_10_49,LU,2025,Cost too high,E_AI_BCST,39.5,48.1,-8.6,-0.2932,2.53,30.5,16.2,14.3,9.42
Small (10-49),SMALL_10_49,LU,2025,Data availability or quality,E_AI_BDDT,49.9,43.1,6.8,0.1605,1.09,30.5,16.2,14.3,9.42
Small (10-49),SMALL_10_49,LU,2025,Incompatible with existing systems,E_AI_BINC,37.9,45.3,-7.4,-0.0504,0.37,30.5,16.2,14.3,9.42
Small (10-49),SMALL_10_49,LU,2025,Lack of expertise,E_AI_BLE,81.3,67.0,14.3,0.0505,0.72,30.5,16.2,14.3,9.42
Small (10-49),SMALL_10_49,LU,2025,Legal consequences unclear,E_AI_BLEG,56.8,44.5,12.2,-0.0074,-0.09,30.5,16.2,14.3,9.42
Small (10-49),SMALL_10_49,LU,2025,AI not useful for us,E_AI_BNU,20.0,23.0,-3.0,-0.0735,0.22,30.5,16.2,14.3,9.42
Small (10-49),SMALL_10_49,LV,2021,Privacy and data protection,E_AI_BCDP,18.7,40.7,-22.0,0.0041,-0.09,2.8,9.8,-7.0,-0.69
Small (10-49),SMALL_10_49,LV,2021,Cost too high,E_AI_BCST,56.2,48.1,8.1,-0.2932,-2.37,2.8,9.8,-7.0,-0.69
Small (10-49),SMALL_10_49,LV,2021,Data availability or quality,E_AI_BDDT,19.8,43.1,-23.3,0.1605,-3.75,2.8,9.8,-7.0,-0.69
Small (10-49),SMALL_10_49,LV,2021,Incompatible with existing systems,E_AI_BINC,38.4,45.3,-6.9,-0.0504,0.35,2.8,9.8,-7.0,-0.69
Small (10-49),SMALL_10_49,LV,2021,Lack of expertise,E_AI_BLE,44.5,67.0,-22.6,0.0505,-1.14,2.8,9.8,-7.0,-0.69
Small (10-49),SMALL_10_49,LV,2021,Legal consequences unclear,E_AI_BLEG,20.1,44.5,-24.4,-0.0074,0.18,2.8,9.8,-7.0,-0.69
Small (10-49),SMALL_10_49,LV,2021,AI not useful for us,E_AI_BNU,16.1,23.0,-6.9,-0.0735,0.51,2.8,9.8,-7.0,-0.69
Small (10-49),SMALL_10_49,LV,2023,Privacy and data protection,E_AI_BCDP,39.4,40.7,-1.2,0.0041,-0.01,3.5,7.6,-4.1,1.9
Small (10-49),SMALL_10_49,LV,2023,Cost too high,E_AI_BCST,63.1,48.1,15.0,-0.2932,-4.39,3.5,7.6,-4.1,1.9
Small (10-49),SMALL_10_49,LV,2023,Data availability or quality,E_AI_BDDT,44.7,43.1,1.6,0.1605,0.25,3.5,7.6,-4.1,1.9
Small (10-49),SMALL_10_49,LV,2023,Incompatible with existing systems,E_AI_BINC,53.5,45.3,8.2,-0.0504,-0.41,3.5,7.6,-4.1,1.9
Small (10-49),SMALL_10_49,LV,2023,Lack of expertise,E_AI_BLE,57.7,67.0,-9.3,0.0505,-0.47,3.5,7.6,-4.1,1.9
Small (10-49),SMALL_10_49,LV,2023,Legal consequences unclear,E_AI_BLEG,40.7,44.5,-3.8,-0.0074,0.03,3.5,7.6,-4.1,1.9
Small (10-49),SMALL_10_49,LV,2023,AI not useful for us,E_AI_BNU,36.6,23.0,13.6,-0.0735,-1.0,3.5,7.6,-4.1,1.9
Small (10-49),SMALL_10_49,LV,2024,Privacy and data protection,E_AI_BCDP,39.2,40.7,-1.5,0.0041,-0.01,7.2,10.8,-3.5,-4.1
Small (10-49),SMALL_10_49,LV,2024,Cost too high,E_AI_BCST,45.7,48.1,-2.3,-0.2932,0.69,7.2,10.8,-3.5,-4.1
Small (10-49),SMALL_10_49,LV,2024,Data availability or quality,E_AI_BDDT,40.8,43.1,-2.3,0.1605,-0.37,7.2,10.8,-3.5,-4.1
Small (10-49),SMALL_10_49,LV,2024,Incompatible with existing systems,E_AI_BINC,45.7,45.3,0.4,-0.0504,-0.02,7.2,10.8,-3.5,-4.1
Small (10-49),SMALL_10_49,LV,2024,Lack of expertise,E_AI_BLE,71.9,67.0,4.9,0.0505,0.25,7.2,10.8,-3.5,-4.1
Small (10-49),SMALL_10_49,LV,2024,Legal consequences unclear,E_AI_BLEG,44.8,44.5,0.2,-0.0074,-0.0,7.2,10.8,-3.5,-4.1
Small (10-49),SMALL_10_49,LV,2024,AI not useful for us,E_AI_BNU,22.6,23.0,-0.4,-0.0735,0.03,7.2,10.8,-3.5,-4.1
Small (10-49),SMALL_10_49,LV,2025,Privacy and data protection,E_AI_BCDP,56.3,40.7,15.6,0.0041,0.06,9.8,16.2,-6.4,-8.27
Small (10-49),SMALL_10_49,LV,2025,Cost too high,E_AI_BCST,41.3,48.1,-6.8,-0.2932,1.99,9.8,16.2,-6.4,-8.27
Small (10-49),SMALL_10_49,LV,2025,Data availability or quality,E_AI_BDDT,45.9,43.1,2.7,0.1605,0.44,9.8,16.2,-6.4,-8.27
Small (10-49),SMALL_10_49,LV,2025,Incompatible with existing systems,E_AI_BINC,49.9,45.3,4.6,-0.0504,-0.23,9.8,16.2,-6.4,-8.27
